,problem_name,hashed_name,sheet_name,skills,lesson_name
3194,UniMotion20,aa822f8UniMotion20,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3195,UniMotion21,aa822f8UniMotion21,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3196,UniMotion22,aa822f8UniMotion22,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3197,UniMotion23,aa822f8UniMotion23,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3198,UniMotion24,aa822f8UniMotion24,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3199,UniMotion25,aa822f8UniMotion25,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3200,UniMotion26,aa822f8UniMotion26,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3201,UniMotion27,aa822f8UniMotion27,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3202,UniMotion28,aa822f8UniMotion28,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3203,UniMotion29,aa822f8UniMotion29,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3204,UniMotion3,aa822f8UniMotion3,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3205,UniMotion30,aa822f8UniMotion30,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3206,UniMotion31,aa822f8UniMotion31,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3207,UniMotion32,aa822f8UniMotion32,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3208,UniMotion33,aa822f8UniMotion33,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3209,UniMotion34,aa822f8UniMotion34,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3210,UniMotion35,aa822f8UniMotion35,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3211,UniMotion36,aa822f8UniMotion36,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3212,UniMotion4,aa822f8UniMotion4,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3213,UniMotion5,aa822f8UniMotion5,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3214,UniMotion6,aa822f8UniMotion6,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3215,UniMotion7,aa822f8UniMotion7,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3216,UniMotion8,aa822f8UniMotion8,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3217,UniMotion9,aa822f8UniMotion9,8.8 Solve Uniform Motion and Work Applications,['solve_uniform_motion_and_work_applications'],Openstax: Elementary Algebra
3218,,a3d6a35,8.9 Use Direct and Inverse Variation,[''],Openstax: Elementary Algebra
3219,variation1,a3d6a35variation1,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3220,variation10,a3d6a35variation10,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3221,variation11,a3d6a35variation11,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3222,variation12,a3d6a35variation12,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3223,variation13,a3d6a35variation13,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3224,variation14,a3d6a35variation14,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3225,variation16,a3d6a35variation16,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3226,variation17,a3d6a35variation17,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3227,variation18,a3d6a35variation18,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3228,variation19,a3d6a35variation19,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3229,variation2,a3d6a35variation2,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3230,variation20,a3d6a35variation20,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3231,variation21,a3d6a35variation21,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3232,variation22,a3d6a35variation22,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3233,variation23,a3d6a35variation23,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3234,variation24,a3d6a35variation24,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3235,variation25,a3d6a35variation25,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3236,variation26,a3d6a35variation26,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3237,variation27,a3d6a35variation27,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3238,variation28,a3d6a35variation28,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3239,variation29,a3d6a35variation29,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3240,variation3,a3d6a35variation3,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3241,variation30,a3d6a35variation30,8.9 Use Direct and Inverse Variation,['8.9_use_direct_and_inverse_variation'],Openstax: Elementary Algebra
3242,variation4,a3d6a35variation4,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3243,variation5,a3d6a35variation5,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3244,variation6,a3d6a35variation6,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3245,variation7,a3d6a35variation7,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3246,variation8,a3d6a35variation8,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3247,variation9,a3d6a35variation9,8.9 Use Direct and Inverse Variation,['how_to_solve_direct_variation_problems'],Openstax: Elementary Algebra
3248,roots1,af1a2a0roots1,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3249,roots10,af1a2a0roots10,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3250,roots11,af1a2a0roots11,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3251,roots12,af1a2a0roots12,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3252,roots13,af1a2a0roots13,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3253,roots14,af1a2a0roots14,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3254,roots15,af1a2a0roots15,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3255,roots16,af1a2a0roots16,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3256,roots17,af1a2a0roots17,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3257,roots18,af1a2a0roots18,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3258,roots19,af1a2a0roots19,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3259,roots2,af1a2a0roots2,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3260,roots20,af1a2a0roots20,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3261,roots21,af1a2a0roots21,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3262,roots22,af1a2a0roots22,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3263,roots23,af1a2a0roots23,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3264,roots24,af1a2a0roots24,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3265,roots25,af1a2a0roots25,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3266,roots26,af1a2a0roots26,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3267,roots27,af1a2a0roots27,9.1 Simplify and Use Square Roots,['simplify_expressions_with_square_roots'],Openstax: Elementary Algebra
3268,roots3,af1a2a0roots3,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3269,roots4,af1a2a0roots4,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3270,roots5,af1a2a0roots5,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3271,roots6,af1a2a0roots6,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3272,roots7,af1a2a0roots7,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3273,roots8,af1a2a0roots8,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3274,roots9,af1a2a0roots9,9.1 Simplify and Use Square Roots,['simplify_and_use_square_roots'],Openstax: Elementary Algebra
3275,radical1,aaff50dradical1,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3276,radical10,aaff50dradical10,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3277,radical11,aaff50dradical11,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3278,radical12,aaff50dradical12,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3279,radical13,aaff50dradical13,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3280,radical14,aaff50dradical14,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3281,radical15,aaff50dradical15,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3282,radical16,aaff50dradical16,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3283,radical17,aaff50dradical17,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3284,radical18,aaff50dradical18,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3285,radical19,aaff50dradical19,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3286,radical2,aaff50dradical2,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3287,radical20,aaff50dradical20,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3288,radical21,aaff50dradical21,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3289,radical22,aaff50dradical22,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3290,radical23,aaff50dradical23,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3291,radical24,aaff50dradical24,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3292,radical25,aaff50dradical25,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3293,radical26,aaff50dradical26,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3294,radical27,aaff50dradical27,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3295,radical28,aaff50dradical28,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3296,radical29,aaff50dradical29,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3297,radical3,aaff50dradical3,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3298,radical30,aaff50dradical30,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3299,radical31,aaff50dradical31,9.2 Simplify Square Roots,['using_the_product_property_to_simplify_square_roots'],Openstax: Elementary Algebra
3300,radical4,aaff50dradical4,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3301,radical5,aaff50dradical5,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3302,radical6,aaff50dradical6,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3303,radical7,aaff50dradical7,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3304,radical8,aaff50dradical8,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3305,radical9,aaff50dradical9,9.2 Simplify Square Roots,['simplify_square_roots'],Openstax: Elementary Algebra
3306,,a5c70bf,9.3  Add and Subtract Square Roots,[''],Openstax: Elementary Algebra
3307,squareroots1,a5c70bfsquareroots1,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3308,squareroots10,a5c70bfsquareroots10,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3309,squareroots11,a5c70bfsquareroots11,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3310,squareroots12,a5c70bfsquareroots12,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3311,squareroots13,a5c70bfsquareroots13,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3312,squareroots14,a5c70bfsquareroots14,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3313,squareroots15,a5c70bfsquareroots15,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3314,squareroots16,a5c70bfsquareroots16,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3315,squareroots17,a5c70bfsquareroots17,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3316,squareroots18,a5c70bfsquareroots18,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3317,squareroots19,a5c70bfsquareroots19,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3318,squareroots2,a5c70bfsquareroots2,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3319,squareroots20,a5c70bfsquareroots20,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3320,squareroots21,a5c70bfsquareroots21,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3321,squareroots22,a5c70bfsquareroots22,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3322,squareroots23,a5c70bfsquareroots23,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3323,squareroots24,a5c70bfsquareroots24,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3324,squareroots25,a5c70bfsquareroots25,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3325,squareroots26,a5c70bfsquareroots26,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3326,squareroots27,a5c70bfsquareroots27,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3327,squareroots28,a5c70bfsquareroots28,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3328,squareroots29,a5c70bfsquareroots29,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3329,squareroots3,a5c70bfsquareroots3,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3330,squareroots30,a5c70bfsquareroots30,9.3  Add and Subtract Square Roots,['add_and_subtract_like_square_roots'],Openstax: Elementary Algebra
3331,squareroots4,a5c70bfsquareroots4,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3332,squareroots5,a5c70bfsquareroots5,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3333,squareroots6,a5c70bfsquareroots6,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3334,squareroots7,a5c70bfsquareroots7,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3335,squareroots8,a5c70bfsquareroots8,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3336,squareroots9,a5c70bfsquareroots9,9.3  Add and Subtract Square Roots,['add_and_subtract_square_roots'],Openstax: Elementary Algebra
3337,root1,a3c2b68root1,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3338,root10,a3c2b68root10,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3339,root11,a3c2b68root11,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3340,root12,a3c2b68root12,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3341,root13,a3c2b68root13,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3342,root14,a3c2b68root14,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3343,root15,a3c2b68root15,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3344,root16,a3c2b68root16,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3345,root17,a3c2b68root17,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3346,root18,a3c2b68root18,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3347,root19,a3c2b68root19,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3348,root2,a3c2b68root2,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3349,root20,a3c2b68root20,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3350,root21,a3c2b68root21,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3351,root22,a3c2b68root22,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3352,root23,a3c2b68root23,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3353,root24,a3c2b68root24,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3354,root25,a3c2b68root25,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3355,root26,a3c2b68root26,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3356,root27,a3c2b68root27,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3357,root28,a3c2b68root28,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3358,root29,a3c2b68root29,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3359,root3,a3c2b68root3,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3360,root30,a3c2b68root30,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3361,root4,a3c2b68root4,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3362,root5,a3c2b68root5,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3363,root6,a3c2b68root6,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3364,root7,a3c2b68root7,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3365,root8,a3c2b68root8,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3366,root9,a3c2b68root9,9.4 Multiply Square Roots,['multiply_square_roots'],Openstax: Elementary Algebra
3367,,a443311,9.5 Divide Square Roots,[''],Openstax: Elementary Algebra
3368,sqroots1,a443311sqroots1,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3369,sqroots10,a443311sqroots10,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3370,sqroots11,a443311sqroots11,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3371,sqroots12,a443311sqroots12,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3372,sqroots13,a443311sqroots13,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3373,sqroots14,a443311sqroots14,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3374,sqroots15,a443311sqroots15,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3375,sqroots16,a443311sqroots16,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3376,sqroots17,a443311sqroots17,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3377,sqroots18,a443311sqroots18,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3378,sqroots19,a443311sqroots19,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3379,sqroots2,a443311sqroots2,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3380,sqroots20,a443311sqroots20,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3381,sqroots21,a443311sqroots21,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3382,sqroots22,a443311sqroots22,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3383,sqroots23,a443311sqroots23,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3384,sqroots24,a443311sqroots24,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3385,sqroots25,a443311sqroots25,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3386,sqroots26,a443311sqroots26,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3387,sqroots27,a443311sqroots27,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3388,sqroots28,a443311sqroots28,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3389,sqroots29,a443311sqroots29,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3390,sqroots3,a443311sqroots3,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3391,sqroots30,a443311sqroots30,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3392,sqroots4,a443311sqroots4,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3393,sqroots5,a443311sqroots5,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3394,sqroots6,a443311sqroots6,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3395,sqroots7,a443311sqroots7,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3396,sqroots8,a443311sqroots8,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3397,sqroots9,a443311sqroots9,9.5 Divide Square Roots,['9.5_divide_square_roots'],Openstax: Elementary Algebra
3398,radicalroot1,a4a0f7dradicalroot1,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3399,radicalroot10,a4a0f7dradicalroot10,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3400,radicalroot11,a4a0f7dradicalroot11,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3401,radicalroot12,a4a0f7dradicalroot12,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3402,radicalroot13,a4a0f7dradicalroot13,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3403,radicalroot14,a4a0f7dradicalroot14,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3404,radicalroot15,a4a0f7dradicalroot15,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3405,radicalroot16,a4a0f7dradicalroot16,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3406,radicalroot17,a4a0f7dradicalroot17,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3407,radicalroot18,a4a0f7dradicalroot18,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3408,radicalroot19,a4a0f7dradicalroot19,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3409,radicalroot2,a4a0f7dradicalroot2,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3410,radicalroot20,a4a0f7dradicalroot20,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
3411,radicalroot21,a4a0f7dradicalroot21,9.6 Solve Equations with Square Roots,['solve_equations_with_square_roots'],Openstax: Elementary Algebra
